address,type,rent,beds,baths,sqft,Location,Area
"Block G, Bashundhara R-A, Dhaka",Apartment,35000.0,3 ,3 ,"1,550 ",Dhaka,Bashundhara R-A
"Block G, Bashundhara R-A, Dhaka",Apartment,24000.0,3 ,3 ,"1,550 ",Dhaka,Bashundhara R-A
"Ahmed Nagar, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"Paharika R/A, Raufabad Residential Area, Bayazid, Chattogram",Apartment,12000.0,2 ,2 ,900 ,Chattogram,Bayazid
"Dhanmondi, Dhaka",Apartment,65000.0,3 ,4 ,"2,200 ",Dhaka,Dhanmondi
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,25000.0,3 ,3 ,"1,400 ",Dhaka,Adabor
"Block D, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,150 ",Dhaka,Mohammadpur
"Sholokbahar, Chattogram",Apartment,30000.0,3 ,3 ,"1,900 ",Chattogram,Sholokbahar
"Hashem Khan Road, Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",Apartment,12000.0,2 ,1 Bath,650 ,Dhaka,Hazaribag
"Sector 7, Uttara, Dhaka",Apartment,60000.0,3 ,4 ,"2,300 ",Dhaka,Uttara
"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",Apartment,15000.0,3 ,2 ,"1,050 ",Dhaka,Mirpur
"Kachukhet, Dhaka",Apartment,15000.0,1 Bed,1 Bath,550 ,Dhaka,Kachukhet
"Banani, Dhaka",Apartment,120000.0,3 ,4 ,"2,800 ",Dhaka,Banani
"Uttar Badda, Badda, Dhaka",Apartment,18000.0,3 ,3 ,"1,250 ",Dhaka,Badda
"Block G, Bashundhara R-A, Dhaka",Duplex,50000.0,4 ,4 ,"3,000 ",Dhaka,Bashundhara R-A
"Block B, Future Town, Bochila, Mohammadpur, Dhaka",Apartment,13000.0,3 ,3 ,"1,350 ",Dhaka,Mohammadpur
"Dreamland Residential Area, Bayazid, Chattogram",Apartment,13000.0,3 ,2 ,"1,050 ",Chattogram,Bayazid
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,875 ,Dhaka,Mohammadpur
"Banani DOHS, Dhaka",Apartment,150000.0,3 ,3 ,"2,700 ",Dhaka,Banani DOHS
"Banglamotors, Dhaka",Apartment,35000.0,3 ,3 ,"1,500 ",Dhaka,Banglamotors
"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,40000.0,3 ,4 ,"1,800 ",Chattogram,16 No. Chawk Bazaar Ward
"Gulshan 1, Gulshan, Dhaka",Apartment,300000.0,4 ,4 ,"4,500 ",Dhaka,Gulshan
"Tajmahal Road, Mohammadpur, Dhaka",Apartment,20000.0,2 ,2 ,850 ,Dhaka,Mohammadpur
"Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Badurtala, Sholokbahar, Chattogram",Apartment,17000.0,3 ,3 ,"1,020 ",Chattogram,Sholokbahar
"Middle Paikpara, Mirpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,200 ",Dhaka,Mirpur
"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,27000.0,3 ,3 ,"1,450 ",Chattogram,Panchlaish
"Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,26000.0,3 ,3 ,"1,700 ",Dhaka,Aftab Nagar
"Uttar Badda, Badda, Dhaka",Apartment,22000.0,3 ,3 ,"1,350 ",Dhaka,Badda
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,17000.0,2 ,2 ,800 ,Dhaka,Adabor
"7 No. West Sholoshohor Ward, Chattogram",Apartment,18000.0,3 ,3 ,"1,400 ",Chattogram,7 No. West Sholoshohor Ward
"Merul Badda, Badda, Dhaka",Apartment,25000.0,3 ,3 ,"1,600 ",Dhaka,Badda
"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Middle Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,340 ",Dhaka,Badda
"East Kazipara, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,100 ",Dhaka,Mirpur
"Shegunbagicha, Dhaka",Apartment,40000.0,4 ,4 ,"1,706 ",Dhaka,Shegunbagicha
"Purana Paltan, Motijheel, Dhaka",Apartment,30000.0,3 ,3 ,"1,200 ",Dhaka,Motijheel
"Dhanmondi, Dhaka",Apartment,50000.0,3 ,3 ,"1,930 ",Dhaka,Dhanmondi
"West Rampura, Rampura, Dhaka",Apartment,28000.0,3 ,3 ,"1,400 ",Dhaka,Rampura
"Uttar Badda, Badda, Dhaka",Apartment,21000.0,3 ,3 ,"1,350 ",Dhaka,Badda
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,13000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Block A, Section 6, Mirpur, Dhaka",Duplex,70000.0,5 ,4 ,"2,450 ",Dhaka,Mirpur
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,22000.0,3 ,4 ,"1,350 ",Dhaka,Mirpur
"Manikdi, Cantonment, Dhaka",Apartment,25000.0,3 ,3 ,"1,250 ",Dhaka,Cantonment
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,50000.0,2 ,2 ,"1,500 ",Chattogram,Khulshi
"Khulshi, Chattogram",Apartment,23000.0,3 ,3 ,"1,450 ",Chattogram,Khulshi
"West Rampura, Rampura, Dhaka",Apartment,28000.0,3 ,3 ,"1,400 ",Dhaka,Rampura
"Sector 1, Block F, Aftab Nagar, Dhaka",Apartment,22000.0,3 ,3 ,"1,450 ",Dhaka,Aftab Nagar
"Sector 4, Uttara, Dhaka",Apartment,70000.0,3 ,3 ,"1,450 ",Dhaka,Uttara
"Gulshan 2, Gulshan, Dhaka",Apartment,180000.0,4 ,5 ,"3,500 ",Dhaka,Gulshan
"10 No. North Kattali Ward, Chattogram",Apartment,26000.0,3 ,3 ,"1,315 ",Chattogram,10 No. North Kattali Ward
"Middle Badda, Badda, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Badda
"Bashundhara R-A, Dhaka",Apartment,50000.0,4 ,5 ,"2,700 ",Dhaka,Bashundhara R-A
"Shahjahanpur, Dhaka",Apartment,25000.0,3 ,3 ,"1,400 ",Dhaka,Shahjahanpur
"Block G, Banasree, Dhaka",Apartment,35000.0,4 ,4 ,"1,800 ",Dhaka,Banasree
"Sector 2, Block D, Aftab Nagar, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Aftab Nagar
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,22000.0,3 ,3 ,"1,250 ",Dhaka,Adabor
"Bepari Para, Oxygen, Bayazid, Chattogram",Apartment,11500.0,2 ,2 ,850 ,Chattogram,Bayazid
"South Badda, Badda, Dhaka",Apartment,22000.0,3 ,2 ,"1,000 ",Dhaka,Badda
"North Manikdi, Manikdi, Cantonment, Dhaka",Apartment,12000.0,2 ,2 ,650 ,Dhaka,Cantonment
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,21000.0,3 ,3 ,"1,235 ",Dhaka,Mirpur
"Block L, Bashundhara R-A, Dhaka",Apartment,23000.0,3 ,4 ,"1,850 ",Dhaka,Bashundhara R-A
"Sector 7, Uttara, Dhaka",Apartment,30000.0,3 ,3 ,"1,500 ",Dhaka,Uttara
"Merul Badda, Badda, Dhaka",Apartment,18000.0,2 ,2 ,720 ,Dhaka,Badda
"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",Apartment,30000.0,3 ,3 ,"1,250 ",Dhaka,Maghbazar
"Nikunja 1, Nikunja, Dhaka",Apartment,15000.0,1 Bed,1 Bath,200 ,Dhaka,Nikunja
"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,20000.0,3 ,3 ,"1,250 ",Chattogram,Double Mooring
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,346 ",Dhaka,Mirpur
"Eskaton, Dhaka",Apartment,50000.0,3 ,4 ,"2,600 ",Dhaka,Eskaton
"Sector 7, Uttara, Dhaka",Apartment,50000.0,4 ,5 ,"2,900 ",Dhaka,Uttara
"Middle Badda, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,340 ",Dhaka,Badda
"Gulshan 1, Gulshan, Dhaka",Duplex,350000.0,4 ,5 ,"8,000 ",Dhaka,Gulshan
"North Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,100 ",Dhaka,Mirpur
"Block E, Section 1, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Mirpur
"11 No. South Kattali Ward, Chattogram",Apartment,16000.0,3 ,2 ,"1,200 ",Chattogram,11 No. South Kattali Ward
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,22000.0,4 ,4 ,"1,650 ",Dhaka,Mohammadpur
"Tejkunipara, Tejgaon, Dhaka",Apartment,35000.0,3 ,4 ,"1,875 ",Dhaka,Tejgaon
"Chadra Nagar, Bayazid, Chattogram",Apartment,22000.0,3 ,3 ,"1,800 ",Chattogram,Bayazid
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,2 ,720 ,Dhaka,Mohammadpur
"Uttar Badda, Badda, Dhaka",Apartment,20000.0,3 ,3 ,"1,150 ",Dhaka,Badda
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,30000.0,3 ,4 ,"1,500 ",Dhaka,Mohammadpur
"Sector 10, Uttara, Dhaka",Apartment,23000.0,3 ,4 ,"1,100 ",Dhaka,Uttara
"Uttar Badda, Badda, Dhaka",Apartment,22000.0,3 ,4 ,"1,275 ",Dhaka,Badda
"Katalganj Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,24000.0,3 ,3 ,"1,350 ",Chattogram,16 No. Chawk Bazaar Ward
"Eskaton, Dhaka",Apartment,30000.0,3 ,3 ,"1,500 ",Dhaka,Eskaton
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,18000.0,3 ,2 ,"1,100 ",Dhaka,Mohammadpur
"Jalalabad Housing Society, Chattogram",Apartment,20000.0,3 ,3 ,"1,450 ",Chattogram,Jalalabad Housing Society
"Sector 1, Block E, Aftab Nagar, Dhaka",Apartment,30000.0,3 ,3 ,"1,755 ",Dhaka,Aftab Nagar
"Block C, Aftab Nagar, Dhaka",Apartment,22000.0,3 ,2 ,"1,100 ",Dhaka,Aftab Nagar
"Block M, Banasree, Dhaka",Apartment,18000.0,3 ,3 ,"1,060 ",Dhaka,Banasree
"Gulshan 2, Gulshan, Dhaka",Apartment,100000.0,3 ,3 ,"2,400 ",Dhaka,Gulshan
"Shitol Jhorna R/A, Star Housing Society, Kulgaon, Bayazid, Chattogram",Apartment,13000.0,3 ,2 ,"1,000 ",Chattogram,Bayazid
"Kallyanpur, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,150 ",Dhaka,Mirpur
"Nikunja 2, Nikunja, Dhaka",Apartment,18000.0,2 ,2 ,700 ,Dhaka,Nikunja
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,40000.0,3 ,3 ,"2,100 ",Chattogram,Khulshi
"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,20000.0,3 ,3 ,"1,450 ",Chattogram,Bayazid
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,206 ",Dhaka,Mirpur
"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,14000.0,2 ,2 ,800 ,Chattogram,Double Mooring
"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,80000.0,3 ,3 ,"1,600 ",Chattogram,Muradpur
"East Rampura, Rampura, Dhaka",Apartment,16000.0,2 ,2 ,800 ,Dhaka,Rampura
"Bashundhara R-A, Dhaka",Apartment,50000.0,4 ,4 ,"2,375 ",Dhaka,Bashundhara R-A
"Malibagh, Dhaka",Apartment,29500.0,3 ,4 ,"1,500 ",Dhaka,Malibagh
"Sector 11, Uttara, Dhaka",Apartment,20000.0,2 ,2 ,"1,000 ",Dhaka,Uttara
"Shyamoli, Dhaka",Apartment,17000.0,2 ,2 ,720 ,Dhaka,Shyamoli
"Uttar Badda, Badda, Dhaka",Apartment,26000.0,3 ,3 ,"1,250 ",Dhaka,Badda
"Khilbari Tek, Badda, Dhaka",Apartment,13000.0,2 ,2 ,850 ,Dhaka,Badda
"Monipuripara, Tejgaon, Dhaka",Apartment,30000.0,3 ,3 ,"1,400 ",Dhaka,Tejgaon
"Block M, Banasree, Dhaka",Apartment,19000.0,3 ,3 ,"1,060 ",Dhaka,Banasree
"Nayatola, Maghbazar, Dhaka",Apartment,22000.0,3 ,2 ,"1,250 ",Dhaka,Maghbazar
"Banani, Dhaka",Apartment,50000.0,3 ,3 ,"1,850 ",Dhaka,Banani
"Khilbari Tek, Badda, Dhaka",Apartment,18000.0,3 ,3 ,"1,100 ",Dhaka,Badda
"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,15000.0,3 ,2 ,"1,050 ",Dhaka,Mirpur
"11 No. South Kattali Ward, Chattogram",Apartment,18000.0,3 ,3 ,"1,400 ",Chattogram,11 No. South Kattali Ward
"Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,30000.0,3 ,4 ,"1,500 ",Chattogram,Khulshi
"Block A, Rahman Nagar, Nasirabad, Bayazid, Chattogram",Apartment,17000.0,3 ,3 ,"1,350 ",Chattogram,Bayazid
"Banani, Dhaka",Apartment,140000.0,4 ,4 ,"2,450 ",Dhaka,Banani
"Chandrima, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,14000.0,3 ,3 ,"1,150 ",Chattogram,4 No Chandgaon Ward
"Sector 10, Uttara, Dhaka",Duplex,100000.0,4 ,5 ,"4,000 ",Dhaka,Uttara
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,18000.0,3 ,3 ,"1,050 ",Dhaka,Adabor
"Badurtala, Sholokbahar, Chattogram",Apartment,16000.0,3 ,2 ,"1,050 ",Chattogram,Sholokbahar
"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,150 ",Dhaka,Mohammadpur
"Khilgaon, Dhaka",Apartment,24000.0,3 ,3 ,"1,150 ",Dhaka,Khilgaon
"Paharika R/A, Raufabad Residential Area, Bayazid, Chattogram",Apartment,12000.0,2 ,2 ,900 ,Chattogram,Bayazid
"Mohammadpur, Dhaka",Apartment,16000.0,2 ,1 Bath,700 ,Dhaka,Mohammadpur
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,15000.0,3 ,3 ,"1,050 ",Dhaka,Mirpur
"Paikpara, Mirpur, Dhaka",Apartment,14000.0,2 ,2 ,783 ,Dhaka,Mirpur
"Ambarkhana, Sylhet",Apartment,8500.0,2 ,2 ,900 ,Sylhet,Ambarkhana
"Sayednagar, East Vatara, Vatara, Badda, Dhaka",Apartment,20000.0,3 ,3 ,"1,250 ",Dhaka,Badda
"South Banasree Project, Banasree, Dhaka",Apartment,30000.0,4 ,3 ,"2,200 ",Dhaka,Banasree
"Middle Paikpara, Mirpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,150 ",Dhaka,Mirpur
"Malibagh, Dhaka",Apartment,30000.0,3 ,3 ,"1,200 ",Dhaka,Malibagh
"Sector 10, Uttara, Dhaka",Apartment,60000.0,3 ,4 ,"2,400 ",Dhaka,Uttara
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,60000.0,3 ,4 ,"3,000 ",Chattogram,Khulshi
"Block C, Khilgaon, Dhaka",Apartment,17000.0,2 ,2 ,750 ,Dhaka,Khilgaon
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,16000.0,3 ,3 ,"1,000 ",Dhaka,Adabor
"Block A, Section 11, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Mirpur
"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,23000.0,3 ,3 ,"1,420 ",Dhaka,Adabor
"Mohammadpur, Dhaka",Apartment,28000.0,4 ,4 ,"1,700 ",Dhaka,Mohammadpur
"Block A, Aftab Nagar, Dhaka",Apartment,32000.0,3 ,3 ,"1,500 ",Dhaka,Aftab Nagar
"VIP Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,22000.0,3 ,2 ,"1,100 ",Chattogram,Khulshi
"Uttar Badda, Badda, Dhaka",Apartment,25000.0,3 ,2 ,"1,050 ",Dhaka,Badda
"Block J, Bashundhara R-A, Dhaka",Apartment,36000.0,3 ,3 ,"2,000 ",Dhaka,Bashundhara R-A
"Sector 13, Uttara, Dhaka",Apartment,21000.0,2 ,2 ,800 ,Dhaka,Uttara
"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",Apartment,26000.0,3 ,3 ,"1,530 ",Dhaka,Agargaon
"Tikatuli, Sutrapur, Dhaka",Apartment,25000.0,3 ,3 ,"1,350 ",Dhaka,Sutrapur
"Swapnodhara Housing, Bochila, Mohammadpur, Dhaka",Apartment,26000.0,4 ,5 ,"1,800 ",Dhaka,Mohammadpur
"Mirpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,250 ",Dhaka,Mirpur
"West Kazipara, Mirpur, Dhaka",Apartment,18000.0,3 ,3 ,"1,230 ",Dhaka,Mirpur
"East Nasirabad, Chattogram",Apartment,25000.0,3 ,3 ,"1,600 ",Chattogram,East Nasirabad
"Banani, Dhaka",Apartment,90000.0,3 ,4 ,"2,200 ",Dhaka,Banani
"Baridhara DOHS, Dhaka",Apartment,30000.0,2 ,1 Bath,600 ,Dhaka,Baridhara DOHS
"Bangladesh Co-operative Housing Society, Bayazid, Chattogram",Apartment,10000.0,2 ,2 ,800 ,Chattogram,Bayazid
"Block F, Bashundhara R-A, Dhaka",Apartment,20000.0,2 ,2 ,900 ,Dhaka,Bashundhara R-A
"Block K, Baridhara, Dhaka",Apartment,110000.00000000001,3 ,3 ,"3,443 ",Dhaka,Baridhara
"Uttar Badda, Badda, Dhaka",Apartment,16000.0,2 ,2 ,750 ,Dhaka,Badda
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,80000.0,4 ,5 ,"2,000 ",Chattogram,Khulshi
"Farmgate, Tejgaon, Dhaka",Apartment,30000.0,3 ,3 ,"1,367 ",Dhaka,Tejgaon
"Block A, Section 11, Mirpur, Dhaka",Apartment,13000.0,2 ,2 ,650 ,Dhaka,Mirpur
"Mirpur, Dhaka",Apartment,25000.0,4 ,4 ,"1,650 ",Dhaka,Mirpur
"Kakrail, Dhaka",Apartment,40000.0,3 ,3 ,"1,663 ",Dhaka,Kakrail
"Bot Tola, Khilkhet, Dhaka",Apartment,11000.0,2 ,2 ,700 ,Dhaka,Khilkhet
"Katashur, Mohammadpur, Dhaka",Apartment,12000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Muzaffarnagar Residential Area, Polytechnic, Bayazid, Chattogram",Apartment,14000.0,3 ,3 ,"1,250 ",Chattogram,Bayazid
"Bashundhara R-A, Dhaka",Apartment,22000.0,3 ,4 ,"1,400 ",Dhaka,Bashundhara R-A
"Block K, Baridhara, Dhaka",Apartment,114999.99999999999,2 ,2 ,"1,500 ",Dhaka,Baridhara
"Wari, Sutrapur, Dhaka",Apartment,30000.0,3 ,3 ,"1,400 ",Dhaka,Sutrapur
"Shayesta Khan Ave, Sector 4, Uttara, Dhaka",Apartment,100000.0,4 ,4 ,"3,350 ",Dhaka,Uttara
"Block E, Section 1, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Mirpur
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,17000.0,2 ,2 ,900 ,Dhaka,Mohammadpur
"Turag, Dhaka",Apartment,30000.0,3 ,3 ,"1,722 ",Dhaka,Turag
"Sector 7, Uttara, Dhaka",Apartment,40000.0,3 ,3 ,"1,600 ",Dhaka,Uttara
"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,50000.0,3 ,2 ,"1,200 ",Chattogram,Khulshi
"Baridhara DOHS, Dhaka",Apartment,60000.0,3 ,4 ,"1,800 ",Dhaka,Baridhara DOHS
"B-Block Chandgaon R/A, Chandgaon Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,25000.0,3 ,3 ,"1,200 ",Chattogram,4 No Chandgaon Ward
"Bayazid, Chattogram",Apartment,16000.0,3 ,3 ,"1,300 ",Chattogram,Bayazid
"Kalabagan, Dhaka",Apartment,23000.0,2 ,2 ,800 ,Dhaka,Kalabagan
"Khilgaon, Dhaka",Apartment,20000.0,2 ,2 ,950 ,Dhaka,Khilgaon
"Block J, Bashundhara R-A, Dhaka",Apartment,45000.0,4 ,4 ,"2,650 ",Dhaka,Bashundhara R-A
"Nayatola, Maghbazar, Dhaka",Apartment,25000.0,3 ,2 ,"1,125 ",Dhaka,Maghbazar
"West Rampura, Rampura, Dhaka",Apartment,40000.0,2 ,2 ,"1,190 ",Dhaka,Rampura
"Block G, Banasree, Dhaka",Apartment,25000.0,3 ,3 ,"1,550 ",Dhaka,Banasree
"Faydabad, Dakshin Khan, Dhaka",Apartment,12000.0,2 ,2 ,700 ,Dhaka,Dakshin Khan
"Eskaton, Dhaka",Apartment,38000.0,3 ,4 ,"1,850 ",Dhaka,Eskaton
"Block K, Baridhara, Dhaka",Apartment,240000.0,4 ,4 ,"3,200 ",Dhaka,Baridhara
"Block A, Aftab Nagar, Dhaka",Apartment,26000.0,3 ,3 ,"1,200 ",Dhaka,Aftab Nagar
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,500 ",Dhaka,Mohammadpur
"Sector 4, Uttara, Dhaka",Apartment,50000.0,3 ,4 ,"1,975 ",Dhaka,Uttara
"East Nasirabad, Chattogram",Apartment,25000.0,3 ,3 ,"1,600 ",Chattogram,East Nasirabad
"Sector 13, Uttara, Dhaka",Apartment,20000.0,2 ,1 Bath,700 ,Dhaka,Uttara
"Block F, Bashundhara R-A, Dhaka",Apartment,35000.0,3 ,4 ,"1,600 ",Dhaka,Bashundhara R-A
"Purbanchal Road, Uttar Badda, Badda, Dhaka",Apartment,12000.0,2 ,2 ,720 ,Dhaka,Badda
"Bakalia, Chattogram",Apartment,22000.0,3 ,2 ,"1,150 ",Chattogram,Bakalia
"Block B, Aftab Nagar, Dhaka",Apartment,30000.0,3 ,3 ,"1,600 ",Dhaka,Aftab Nagar
"Gulshan 1, Gulshan, Dhaka",Apartment,250000.0,4 ,5 ,"4,200 ",Dhaka,Gulshan
"Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,18000.0,2 ,2 ,"1,100 ",Dhaka,Aftab Nagar
"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,22000.0,3 ,3 ,"1,350 ",Dhaka,Mirpur
"Boro Maghbazar, Maghbazar, Dhaka",Apartment,30000.0,3 ,4 ,"1,600 ",Dhaka,Maghbazar
"Shantibag, Malibagh, Dhaka",Apartment,22000.0,2 ,2 ,850 ,Dhaka,Malibagh
"Uttar Badda, Badda, Dhaka",Apartment,28000.0,3 ,3 ,"1,356 ",Dhaka,Badda
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,19500.0,2 ,2 ,800 ,Dhaka,Mohammadpur
"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,21000.0,3 ,3 ,"1,500 ",Dhaka,Mohammadpur
"Mohammadpur, Dhaka",Apartment,28000.0,3 ,4 ,"1,500 ",Dhaka,Mohammadpur
"Sector 1, Block G, Aftab Nagar, Dhaka",Apartment,20000.0,3 ,3 ,"1,400 ",Dhaka,Aftab Nagar
"Mohammadpur, Dhaka",Apartment,14000.0,2 ,1 Bath,650 ,Dhaka,Mohammadpur
"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,22000.0,2 ,2 ,800 ,Chattogram,Khulshi
"Shyamoli, Dhaka",Apartment,27000.0,3 ,4 ,"1,750 ",Dhaka,Shyamoli
"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,35000.0,3 ,4 ,"2,200 ",Chattogram,15 No. Bagmoniram Ward
"Section 10, Mirpur, Dhaka",Apartment,19000.0,3 ,3 ,"1,450 ",Dhaka,Mirpur
"South Khulshi, Khulshi, Chattogram",Apartment,30000.0,3 ,4 ,"1,400 ",Chattogram,Khulshi
"Khilbari Tek, Badda, Dhaka",Apartment,30000.0,3 ,3 ,"1,530 ",Dhaka,Badda
"Block D, Bashundhara R-A, Dhaka",Apartment,40000.0,3 ,3 ,"1,300 ",Dhaka,Bashundhara R-A
"Banani, Dhaka",Apartment,85000.0,3 ,4 ,"2,010 ",Dhaka,Banani
"Block A, Section 11, Mirpur, Dhaka",Apartment,30000.0,3 ,3 ,"1,450 ",Dhaka,Mirpur
"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,100 ",Dhaka,Mohammadpur
"Malibagh, Dhaka",Apartment,18000.0,2 ,2 ,750 ,Dhaka,Malibagh
"Momin Bagh R/A, Ali Nagar, Bayazid, Chattogram",Apartment,17500.0,2 ,2 ,"1,000 ",Chattogram,Bayazid
"Dhanmondi, Dhaka",Apartment,43000.0,3 ,4 ,"1,850 ",Dhaka,Dhanmondi
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,14000.0,2 ,2 ,750 ,Dhaka,Mohammadpur
"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",Apartment,12000.0,2 ,2 ,900 ,Chattogram,7 No. West Sholoshohor Ward
"PC Culture Housing, Mohammadpur, Dhaka",Apartment,15000.0,2 ,2 ,700 ,Dhaka,Mohammadpur
"Block C, Mohanagar Housing, West Rampura, Rampura, Dhaka",Apartment,30000.0,3 ,3 ,"1,250 ",Dhaka,Rampura
"North Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,20000.0,3 ,3 ,"1,300 ",Dhaka,Mirpur
"Gulshan 2, Gulshan, Dhaka",Apartment,500000.0,4 ,5 ,"6,200 ",Dhaka,Gulshan
"Banani DOHS, Dhaka",Apartment,180000.0,4 ,5 ,"3,590 ",Dhaka,Banani DOHS
"Malibagh, Dhaka",Apartment,27000.0,3 ,4 ,"1,350 ",Dhaka,Malibagh
"Block K, Baridhara, Dhaka",Apartment,350000.0,3 ,3 ,"3,600 ",Dhaka,Baridhara
"Gulshan 1, Gulshan, Dhaka",Apartment,110000.00000000001,3 ,3 ,"2,200 ",Dhaka,Gulshan
"Bayazid, Chattogram",Apartment,10000.0,2 ,2 ,800 ,Chattogram,Bayazid
"Nurer Chala, Badda, Dhaka",Apartment,17000.0,3 ,2 ,900 ,Dhaka,Badda
"Nayatola, Maghbazar, Dhaka",Apartment,24000.0,3 ,3 ,"1,150 ",Dhaka,Maghbazar
"Block D, Bashundhara R-A, Dhaka",Apartment,55000.0,4 ,4 ,"2,500 ",Dhaka,Bashundhara R-A
"Paikpara, Mirpur, Dhaka",Apartment,17000.0,3 ,3 ,"1,070 ",Dhaka,Mirpur
"Paikpara, Mirpur, Dhaka",Apartment,24000.0,4 ,3 ,"1,757 ",Dhaka,Mirpur
"Sector 9, Uttara, Dhaka",Apartment,35000.0,3 ,4 ,"1,900 ",Dhaka,Uttara
"Malibagh, Dhaka",Apartment,15000.0,2 ,1 Bath,600 ,Dhaka,Malibagh
